LAMMPS data file via write_data, version 10 Mar 2021, timestep = 8054000

648 atoms
2 atom types

0 21.5 xlo xhi
0 21.5 ylo yhi
0.36421845244986706 21.135781547552885 zlo zhi

Masses

1 28.085
2 15.9999

Atoms # charge

21 2 -1.2 2.2692346742795535 5.35134918147907 0.9614737894051261 274 461 468
385 2 -1.2 0.0025863556521408125 2.895914289995558 4.800711100963281 263 465 470
218 1 2.4 1.299484895130151 6.185718618323031 1.9592776216669363 265 462 472
163 2 -1.2 2.8659427461465232 9.278097661208138 10.54670477937558 266 460 473
372 2 -1.2 1.9117488309529644 6.0878858565150935 3.464915612828502 276 463 467
371 2 -1.2 4.507306290682072 6.512382924524556 3.564702706120504 269 451 466
440 2 -1.2 4.189320568372737 3.4855958326777623 1.0233202780414234 272 462 482
58 2 -1.2 0.8279245775947577 0.6329378310356042 10.119767538681176 268 459 468
174 1 2.4 3.1274656517592847 6.576438916233801 4.41135184705892 270 469 477
135 2 -1.2 6.528695953213187 9.312983170407067 6.838168751028548 262 456 462
147 1 2.4 0.3599537103139624 2.32224013833488 0.5935047458079737 272 463 474
289 2 -1.2 6.495858443112264 0.37204693574164693 10.120110120334553 268 466 471
23 1 2.4 7.788346594643573 3.354191347189087 0.584030768450578 267 467 477
97 2 -1.2 7.6527936350544845 4.735583776241478 1.394198400640066 275 464 464
565 1 2.4 7.4904123147421755 6.310897307905831 1.1100893477398803 266 467 477
124 2 -1.2 5.876666405863516 1.0122327285254904 5.3073708097577885 271 458 470
539 2 -1.2 6.92512258930817 6.981800290196916 2.440966786495971 277 460 467
219 1 2.4 6.048755248867916 6.93342215373487 3.7745883493187287 274 458 470
179 2 -1.2 6.694832598391206 5.8540114475754255 4.761121197937842 264 465 464
427 2 -1.2 8.976396265705715 6.781680237307886 0.7288461463840623 269 461 473
410 1 2.4 5.7435052910463 2.5170662345109225 4.774511567273331 269 461 473
67 2 -1.2 6.583340896559943 2.418387088041536 1.0428252015613904 275 470 481
386 1 2.4 5.116690860147088 2.3220978473529335 1.6494262771561055 267 463 477
516 2 -1.2 5.311033296479351 2.51116702957183 3.2358859376478897 275 462 478
38 2 -1.2 9.191732494737565 2.6365524254857173 0.7822028838605781 270 464 467
449 2 -1.2 1.3767526393346958 7.77115713489928 1.6956257426544017 264 459 481
279 2 -1.2 2.2067946472252857 9.876951735035806 0.617766890448775 262 460 462
376 1 2.4 10.482165345414087 4.741248815646525 8.548434274590957 262 461 466
609 1 2.4 1.3081800268205137 9.38038680142175 1.8381656479901303 262 457 474
305 2 -1.2 1.9896538029821311 9.854245235107483 3.237612598404195 276 461 481
344 2 -1.2 0.10533146770124617 1.5577485837865321 7.064542040442534 268 464 475
479 1 2.4 2.958316790204698 9.775422831406656 4.522306547110392 274 456 475
646 2 -1.2 3.0511967575440426 8.169192479578726 4.77003223625724 274 458 477
280 1 2.4 10.65321400995385 5.574099787097616 5.53317388275181 253 452 479
292 2 -1.2 10.419752703120592 3.141944045013622 8.785797226856836 254 463 474
102 1 2.4 10.12049049878704 8.59600498012093 5.837354804973852 282 455 476
295 2 -1.2 10.222579408348803 8.531465575634485 7.461016757301545 271 459 467
68 1 2.4 10.321863005672386 1.5840104289317916 9.177307317888863 270 468 480
113 2 -1.2 7.345666548464548 10.737303007935422 4.5284359406060535 268 464 470
569 2 -1.2 3.0695082065116917 5.130756151581962 10.241031528566744 270 465 472
330 2 -1.2 4.734327142124662 8.503823991679653 8.67105302336481 277 456 457
84 2 -1.2 6.1661634876197455 8.353645908419471 4.4864857662324615 267 461 480
60 2 -1.2 0.6860973471802214 0.5870801055996591 4.149976157777377 274 458 472
409 2 -1.2 3.722611010101393 4.119877324815905 7.924060917779598 273 465 477
465 1 2.4 3.459455691087208 4.106135825428522 6.33633317342704 264 455 471
583 2 -1.2 2.000776164403033 2.913482133621843 9.538427130002923 268 464 468
55 2 -1.2 3.2564259735938346 5.5589984715354746 5.648608915651974 269 452 479
525 2 -1.2 4.683000584459666 3.347067202300542 10.29370735587771 264 449 474
220 2 -1.2 2.137391870788737 3.19554392401915 6.198341242189856 255 459 476
273 1 2.4 3.3792878145937184 3.799286026298471 9.429748123455546 277 471 476
112 1 2.4 0.5737295951077772 2.933120161798901 6.325160988080828 270 460 468
341 2 -1.2 4.649270403083106 3.358870496335984 5.584459093477677 274 473 477
560 2 -1.2 9.092860363309633 5.136394194457047 5.426943008519301 259 459 474
463 2 -1.2 9.030501770086468 5.415368999734087 8.794917722715436 273 464 468
365 2 -1.2 7.123364927758488 3.316482172391 5.064434761506259 269 465 470
46 2 -1.2 7.057630944973099 7.275615316406636 8.45705066722432 263 472 469
399 2 -1.2 7.1774473712064975 4.986421556705064 7.170884467827255 260 467 473
239 1 2.4 7.4455366130208605 5.712498409336517 8.596174605935188 264 461 463
201 1 2.4 7.532518589612883 4.776352506264368 5.606018868311452 269 463 472
494 2 -1.2 6.625222283490943 5.03784763677595 9.812945867562044 268 463 472
195 1 2.4 1.2938566770125914 9.843241295039542 6.976656061086408 264 458 478
430 2 -1.2 0.29472493369113895 9.069790097956503 6.017062752872335 267 465 469
328 1 2.4 7.105560378638907 9.342553955944934 5.322445499865415 260 461 467
80 2 -1.2 2.1064523802152872 8.954037523010793 8.037437610813388 265 466 475
129 1 2.4 3.353472532247802 9.253003066970207 9.025791348082658 262 466 477
636 2 -1.2 10.721667271503273 7.186654450233813 5.357462029623245 277 455 467
225 1 2.4 10.741041140954952 2.3253275087759744 1.0944206329073094 265 457 472
554 1 2.4 6.307076138198725 8.714727002925596 8.330514830171806 276 455 476
605 2 -1.2 2.3276022250189126 10.40015484119095 5.8723775123687805 271 460 475
32 2 -1.2 8.591583416774286 8.70916925650546 5.4118473895522365 273 455 473
213 2 -1.2 6.863886576804591 9.807513956816809 9.395555109572436 266 466 470
485 2 -1.2 0.24142295122536817 2.031025371217385 2.170391302692557 264 469 480
434 1 2.4 0.6494997339366481 2.2113187038148108 10.057138910290657 269 456 474
535 2 -1.2 8.937827312295978 1.3695391755223225 9.944896551807837 265 461 474
562 2 -1.2 10.12796999737307 0.7001424203071718 7.841321086470651 281 462 476
337 2 -1.2 4.438694206413185 0.8944678015075606 1.387275097877178 275 462 479
191 1 2.4 10.587164577884424 6.842577403063165 0.7918319311128209 259 465 478
620 1 2.4 7.495953266394212 10.563377260284417 10.67844925336079 267 458 477
257 2 -1.2 4.23114792030023 8.259262749099012 20.50644117333739 271 457 472
363 1 2.4 10.483995692320075 1.5120573159434532 14.558762950246944 269 467 467
317 2 -1.2 3.342841699450612 6.544478695376112 12.430842876123481 274 471 464
625 2 -1.2 0.9947171172360173 5.856611665712149 11.44317906981319 281 460 472
304 1 2.4 9.29846523635306 10.659434685120253 17.118895698401666 270 465 483
481 2 -1.2 5.449083022375919 1.6036340387816241 16.5138315156038 275 461 471
150 1 2.4 2.5232735416403016 5.379363522910812 11.717663521118144 268 455 472
4 2 -1.2 2.941941597518723 6.730781610299369 14.876192354462464 270 466 476
501 2 -1.2 2.7306150082557306 3.9987721884533576 12.605017662227764 266 456 471
314 1 2.4 2.9578339556469335 9.186417328664298 20.150610642372843 270 462 471
613 1 2.4 1.1243050708426172 1.3696780147785343 15.65531550961329 260 468 467
203 2 -1.2 0.4000367695141445 2.6590555945711434 11.614705342555988 256 461 468
145 2 -1.2 10.574136554945552 2.8875952634998154 18.31329209068695 274 460 473
537 1 2.4 2.986336856921981 2.605541302867345 13.409254621532167 277 458 470
162 2 -1.2 4.359953850421835 2.59246611771646 14.273840533422028 256 467 469
22 2 -1.2 1.8642615559107898 2.226688087036414 14.503343556112595 269 473 473
325 1 2.4 6.698049614921291 4.880177205407567 13.8408985281382 271 458 465
242 1 2.4 5.721585014622318 2.258476988821952 15.063807130635723 270 458 468
90 2 -1.2 8.26961787021344 5.095082901790578 13.595102770298352 265 466 481
612 2 -1.2 5.906194729464847 2.0027085882221236 18.922398349608102 271 452 476
56 2 -1.2 6.481891122717019 3.6708531130010176 14.868690491493778 264 458 468
